transaction id,date,user id,book title,genre,borrowing duration
TXN-20240212-00113,2024-02-12,USR-00690,The House in the Cerulean Sea,Young Adult,7
TXN-20250209-00114,2025-02-09,USR-00162,Pride and Prejudice,Classic,10
TXN-20250303-00115,2025-03-03,USR-01239,Project Hail Mary,Science Fiction,7
TXN-20231027-00116,2023-10-27,USR-00260,The Hobbit,Fantasy,14
TXN-20260320-00117,2026-03-20,USR-00237,The Art of War,Philosophy,14
TXN-20230905-00118,2023-09-05,USR-00320,The Wright Brothers,History,14
TXN-20250606-00119,2025-06-06,USR-00421,The Psychology of Money,Business,10
TXN-20250306-00120,2025-03-06,USR-00798,The Hobbit,Fantasy,7
TXN-20250522-00121,2025-05-22,USR-00567,The Art of War,Philosophy,7
TXN-20230218-00122,2023-02-18,USR-00845,The Hobbit,Fantasy,7
TXN-20230702-00123,2023-07-02,USR-00385,Steve Jobs,Biography,21
TXN-20260727-00124,2026-07-27,USR-01317,A Game of Thrones,Fantasy,21
TXN-20260709-00125,2026-07-09,USR-00946,Educated,Memoir,42
TXN-20250830-00126,2025-08-30,USR-00522,Charlotte's Web,Children's,28
TXN-20230210-00127,2023-02-10,USR-00647,Meditations,Philosophy,7
TXN-20230204-00128,2023-02-04,USR-00907,The Name of the Wind,Fantasy,14
TXN-20240615-00129,2024-06-15,USR-00720,All the Light We Cannot See,Historical Fiction,21
TXN-20230616-00130,2023-06-16,USR-00079,The Guest List,Thriller,28
TXN-20260421-00131,2026-04-21,USR-00670,Where the Crawdads Sing,Literary Fiction,7
TXN-20240919-00132,2024-09-19,USR-01167,The Silent Patient,Thriller,28
TXN-20240517-00133,2024-05-17,USR-00458,Steve Jobs,Biography,21
TXN-20260609-00134,2026-06-09,USR-00522,The Silent Patient,Thriller,10
TXN-20240704-00135,2024-07-04,USR-01012,The Diary of a Young Girl,Biography,42
TXN-20250506-00136,2025-05-06,USR-00347,The Diary of a Young Girl,Biography,14
TXN-20250716-00137,2025-07-16,USR-00286,The Midnight Library,Contemporary Fiction,7
TXN-20240102-00138,2024-01-02,USR-00077,Gone Girl,Mystery,42
TXN-20260401-00139,2026-04-01,USR-00253,All the Light We Cannot See,Historical Fiction,7
TXN-20230315-00140,2023-03-15,USR-00083,To Kill a Mockingbird,Classic,10
TXN-20230506-00141,2023-05-06,USR-01028,Sapiens,History,14
TXN-20230925-00142,2023-09-25,USR-00925,The Psychology of Money,Business,7
TXN-20260320-00143,2026-03-20,USR-00342,All the Light We Cannot See,Historical Fiction,14
TXN-20260729-00144,2026-07-29,USR-00934,The Kite Runner,Literary Fiction,10
TXN-20260117-00145,2026-01-17,USR-01140,The Psychology of Money,Business,42
TXN-20240219-00146,2024-02-19,USR-00538,Project Hail Mary,Science Fiction,28
TXN-20250903-00147,2025-09-03,USR-00727,The Da Vinci Code,Thriller,21
TXN-20260718-00148,2026-07-18,USR-00722,The House in the Cerulean Sea,Young Adult,21
TXN-20231103-00149,2023-11-03,USR-00647,Atomic Habits,Self-Help,21
TXN-20240113-00150,2024-01-13,USR-01222,Becoming,Memoir,10
TXN-20230704-00151,2023-07-04,USR-00898,Atomic Habits,Self-Help,28
TXN-20240912-00152,2024-09-12,USR-01266,Project Hail Mary,Science Fiction,14
TXN-20231124-00153,2023-11-24,USR-00886,Braiding Sweetgrass,Nature,7
TXN-20240822-00154,2024-08-22,USR-00046,"Thinking, Fast and Slow",Psychology,14
TXN-20250812-00155,2025-08-12,USR-00120,Meditations,Philosophy,7
TXN-20240318-00156,2024-03-18,USR-01125,The Hobbit,Fantasy,35
TXN-20230213-00157,2023-02-13,USR-00038,The Midnight Library,Contemporary Fiction,21
TXN-20240409-00158,2024-04-09,USR-01188,Sapiens,History,7
TXN-20241227-00159,2024-12-27,USR-01375,The Diary of a Young Girl,Biography,14
TXN-20240724-00160,2024-07-24,USR-00928,The House in the Cerulean Sea,Young Adult,14
TXN-20241108-00161,2024-11-08,USR-01267,The Midnight Library,Contemporary Fiction,7
TXN-20240201-00162,2024-02-01,USR-00267,Dune,Science Fiction,21
TXN-20251009-00163,2025-10-09,USR-01295,The Girl with the Dragon Tattoo,Mystery,28
TXN-20230807-00164,2023-08-07,USR-00319,All the Light We Cannot See,Historical Fiction,35
TXN-20260419-00165,2026-04-19,USR-01260,The Hate U Give,Young Adult,28
TXN-20260620-00166,2026-06-20,USR-00884,All the Light We Cannot See,Historical Fiction,21
TXN-20230423-00167,2023-04-23,USR-01103,The House in the Cerulean Sea,Young Adult,14
TXN-20230410-00168,2023-04-10,USR-00488,Meditations,Philosophy,28
TXN-20240318-00169,2024-03-18,USR-01159,The Left Hand of Darkness,Science Fiction,35
TXN-20260212-00170,2026-02-12,USR-00354,Educated,Memoir,21
TXN-20240719-00171,2024-07-19,USR-00748,Project Hail Mary,Science Fiction,35
TXN-20240513-00172,2024-05-13,USR-01114,The Left Hand of Darkness,Science Fiction,35
TXN-20240501-00173,2024-05-01,USR-00705,The Guest List,Thriller,14
TXN-20230129-00174,2023-01-29,USR-00652,To Kill a Mockingbird,Classic,7
TXN-20240611-00175,2024-06-11,USR-00045,The Wright Brothers,History,10
TXN-20241116-00176,2024-11-16,USR-00098,"Thinking, Fast and Slow",Psychology,28
TXN-20250204-00177,2025-02-04,USR-00771,Braiding Sweetgrass,Nature,14
TXN-20241029-00178,2024-10-29,USR-01143,The Fellowship of the Ring,Fantasy,28
TXN-20260507-00179,2026-05-07,USR-01211,The Name of the Wind,Fantasy,7
TXN-20251008-00180,2025-10-08,USR-00305,Braiding Sweetgrass,Nature,14
TXN-20230514-00181,2023-05-14,USR-00301,Matilda,Children's,10
TXN-20260429-00182,2026-04-29,USR-01123,The Guest List,Thriller,21
TXN-20250924-00183,2025-09-24,USR-00201,The Very Hungry Caterpillar,Children's,28
TXN-20250906-00184,2025-09-06,USR-00896,The Wright Brothers,History,10
TXN-20231029-00185,2023-10-29,USR-00247,Atomic Habits,Self-Help,7
TXN-20230128-00186,2023-01-28,USR-00954,The Hobbit,Fantasy,21
TXN-20230405-00187,2023-04-05,USR-00448,The Book Thief,Historical Fiction,35
TXN-20230102-00188,2023-01-02,USR-01270,A Brief History of Time,Science,7
TXN-20260520-00189,2026-05-20,USR-00509,The Psychology of Money,Business,10
TXN-20240311-00190,2024-03-11,USR-00407,Pride and Prejudice,Classic,14
TXN-20230308-00191,2023-03-08,USR-00002,Steve Jobs,Biography,10
TXN-20250406-00192,2025-04-06,USR-00802,The Kite Runner,Literary Fiction,10
TXN-20240725-00193,2024-07-25,USR-01068,The Kite Runner,Literary Fiction,14
TXN-20250220-00194,2025-02-20,USR-01193,Dune,Science Fiction,21
TXN-20240523-00195,2024-05-23,USR-01061,The Hate U Give,Young Adult,28
TXN-20250711-00196,2025-07-11,USR-01375,The Thursday Murder Club,Mystery,14
TXN-20251124-00197,2025-11-24,USR-00326,The Midnight Library,Contemporary Fiction,28
TXN-20240608-00198,2024-06-08,USR-01103,Meditations,Philosophy,14
TXN-20260228-00199,2026-02-28,USR-01315,A Game of Thrones,Fantasy,7
TXN-20260617-00200,2026-06-17,USR-00123,The Hobbit,Fantasy,21
TXN-20240829-00201,2024-08-29,USR-00444,Project Hail Mary,Science Fiction,14
TXN-20250928-00202,2025-09-28,USR-00748,The Guest List,Thriller,7
TXN-20260714-00203,2026-07-14,USR-00682,Charlotte's Web,Children's,28
TXN-20240122-00204,2024-01-22,USR-00366,Atomic Habits,Self-Help,28
TXN-20251205-00205,2025-12-05,USR-00081,The Martian,Science Fiction,42
TXN-20250329-00206,2025-03-29,USR-00492,The Wright Brothers,History,14
TXN-20240520-00207,2024-05-20,USR-01043,The Hobbit,Fantasy,7
TXN-20240517-00208,2024-05-17,USR-00148,The Midnight Library,Contemporary Fiction,21
TXN-20250823-00209,2025-08-23,USR-01126,Dune,Science Fiction,42
TXN-20240914-00210,2024-09-14,USR-00193,Where the Crawdads Sing,Literary Fiction,21
TXN-20250225-00211,2025-02-25,USR-00382,Becoming,Memoir,35
TXN-20230803-00212,2023-08-03,USR-00376,Charlotte's Web,Children's,28
TXN-20230905-00213,2023-09-05,USR-00040,The Midnight Library,Contemporary Fiction,35
TXN-20260322-00214,2026-03-22,USR-00339,The Fellowship of the Ring,Fantasy,10
TXN-20240730-00215,2024-07-30,USR-00921,The House in the Cerulean Sea,Young Adult,14
TXN-20240919-00216,2024-09-19,USR-00353,Matilda,Children's,7
TXN-20251121-00217,2025-11-21,USR-00193,The Wright Brothers,History,14
TXN-20230409-00218,2023-04-09,USR-00387,Becoming,Memoir,21
TXN-20250529-00219,2025-05-29,USR-00462,The Diary of a Young Girl,Biography,14
TXN-20250114-00220,2025-01-14,USR-00321,To Kill a Mockingbird,Classic,28
TXN-20240313-00221,2024-03-13,USR-00401,To Kill a Mockingbird,Classic,14
TXN-20241006-00222,2024-10-06,USR-01296,Pride and Prejudice,Classic,7
TXN-20241026-00223,2024-10-26,USR-00519,Gone Girl,Mystery,42
TXN-20250616-00224,2025-06-16,USR-01196,The House in the Cerulean Sea,Young Adult,14
TXN-20240418-00225,2024-04-18,USR-00263,A Game of Thrones,Fantasy,28
TXN-20240216-00226,2024-02-16,USR-01071,A Brief History of Time,Science,28
TXN-20231018-00227,2023-10-18,USR-00460,The Girl with the Dragon Tattoo,Mystery,10
TXN-20250405-00228,2025-04-05,USR-00103,Braiding Sweetgrass,Nature,28
TXN-20250922-00229,2025-09-22,USR-01298,The Guest List,Thriller,35
TXN-20230508-00230,2023-05-08,USR-00097,Where the Crawdads Sing,Literary Fiction,14
TXN-20250715-00231,2025-07-15,USR-00042,The Book Thief,Historical Fiction,21
TXN-20240229-00232,2024-02-29,USR-01320,"Thinking, Fast and Slow",Psychology,14
TXN-20231209-00233,2023-12-09,USR-01086,Becoming,Memoir,14
TXN-20240121-00234,2024-01-21,USR-00874,Becoming,Memoir,14
TXN-20260703-00235,2026-07-03,USR-00548,The Diary of a Young Girl,Biography,7
TXN-20240516-00236,2024-05-16,USR-00607,All the Light We Cannot See,Historical Fiction,7
TXN-20230507-00237,2023-05-07,USR-01399,A Game of Thrones,Fantasy,28
TXN-20251121-00238,2025-11-21,USR-00760,The Art of War,Philosophy,14
TXN-20251101-00239,2025-11-01,USR-00328,Sapiens,History,42
TXN-20250501-00240,2025-05-01,USR-00352,The Hobbit,Fantasy,14
TXN-20240926-00241,2024-09-26,USR-00947,Meditations,Philosophy,10
TXN-20241206-00242,2024-12-06,USR-00105,Educated,Memoir,7
TXN-20230924-00243,2023-09-24,USR-00132,Meditations,Philosophy,10
TXN-20251004-00244,2025-10-04,USR-00903,The Great Gatsby,Classic,14
TXN-20230829-00245,2023-08-29,USR-00706,The Da Vinci Code,Thriller,7
TXN-20230126-00246,2023-01-26,USR-00589,Dune,Science Fiction,21
TXN-20230706-00247,2023-07-06,USR-00051,Atomic Habits,Self-Help,7
TXN-20250925-00248,2025-09-25,USR-00306,The Martian,Science Fiction,10
TXN-20230623-00249,2023-06-23,USR-00865,The Art of War,Philosophy,42
TXN-20260529-00250,2026-05-29,USR-00761,The Art of War,Philosophy,21
TXN-20260511-00251,2026-05-11,USR-00653,The Hobbit,Fantasy,7
TXN-20250126-00252,2025-01-26,USR-01044,The Hate U Give,Young Adult,14
TXN-20260611-00253,2026-06-11,USR-00556,The Art of War,Philosophy,14
TXN-20250430-00254,2025-04-30,USR-01373,The Left Hand of Darkness,Science Fiction,7
TXN-20260113-00255,2026-01-13,USR-01319,Project Hail Mary,Science Fiction,14
TXN-20250527-00256,2025-05-27,USR-01376,Pride and Prejudice,Classic,14
TXN-20241007-00257,2024-10-07,USR-00395,Becoming,Memoir,28
TXN-20251121-00258,2025-11-21,USR-00921,Steve Jobs,Biography,10
TXN-20250814-00259,2025-08-14,USR-01385,The Silent Patient,Thriller,14
TXN-20241121-00260,2024-11-21,USR-00671,Pride and Prejudice,Classic,14
TXN-20240830-00261,2024-08-30,USR-00819,"Thinking, Fast and Slow",Psychology,28
TXN-20260320-00262,2026-03-20,USR-00982,The Midnight Library,Contemporary Fiction,7
TXN-20241123-00263,2024-11-23,USR-01274,The Midnight Library,Contemporary Fiction,21
TXN-20231221-00264,2023-12-21,USR-00545,All the Light We Cannot See,Historical Fiction,14
TXN-20260604-00265,2026-06-04,USR-00425,The Silent Patient,Thriller,14
TXN-20251122-00266,2025-11-22,USR-00350,The Book Thief,Historical Fiction,28
TXN-20260203-00267,2026-02-03,USR-00838,The Midnight Library,Contemporary Fiction,42
TXN-20230925-00268,2023-09-25,USR-00404,Charlotte's Web,Children's,14
TXN-20260621-00269,2026-06-21,USR-01302,The Fellowship of the Ring,Fantasy,14
TXN-20240515-00270,2024-05-15,USR-00374,The Hate U Give,Young Adult,7
TXN-20241206-00271,2024-12-06,USR-00492,The Left Hand of Darkness,Science Fiction,14
TXN-20240501-00272,2024-05-01,USR-01377,The Da Vinci Code,Thriller,10
TXN-20230205-00273,2023-02-05,USR-00376,The Diary of a Young Girl,Biography,10
TXN-20230109-00274,2023-01-09,USR-00497,The Left Hand of Darkness,Science Fiction,21
TXN-20230916-00275,2023-09-16,USR-00955,A Brief History of Time,Science,14
TXN-20230517-00276,2023-05-17,USR-00452,Steve Jobs,Biography,10
TXN-20251109-00277,2025-11-09,USR-00343,Braiding Sweetgrass,Nature,7
TXN-20230716-00278,2023-07-16,USR-00790,The Thursday Murder Club,Mystery,14
TXN-20251230-00279,2025-12-30,USR-00184,Braiding Sweetgrass,Nature,35
TXN-20250426-00280,2025-04-26,USR-00021,The Diary of a Young Girl,Biography,14
TXN-20240817-00281,2024-08-17,USR-01006,Gone Girl,Mystery,28
TXN-20260428-00282,2026-04-28,USR-00294,The Kite Runner,Literary Fiction,21
TXN-20240128-00283,2024-01-28,USR-00114,The Thursday Murder Club,Mystery,28
TXN-20250313-00284,2025-03-13,USR-00607,The Diary of a Young Girl,Biography,42
TXN-20240901-00285,2024-09-01,USR-00416,Becoming,Memoir,7
TXN-20250324-00286,2025-03-24,USR-00954,The Martian,Science Fiction,21
TXN-20260817-00287,2026-08-17,USR-00795,Steve Jobs,Biography,14
TXN-20250510-00288,2025-05-10,USR-00611,The Name of the Wind,Fantasy,21
TXN-20230111-00289,2023-01-11,USR-00207,The Girl with the Dragon Tattoo,Mystery,28
TXN-20240408-00290,2024-04-08,USR-00359,The Name of the Wind,Fantasy,10
TXN-20240227-00291,2024-02-27,USR-00128,The Very Hungry Caterpillar,Children's,10
TXN-20260706-00292,2026-07-06,USR-00244,Matilda,Children's,28
TXN-20250406-00293,2025-04-06,USR-01131,"Thinking, Fast and Slow",Psychology,42
TXN-20250115-00294,2025-01-15,USR-01277,All the Light We Cannot See,Historical Fiction,42
TXN-20240116-00295,2024-01-16,USR-00605,All the Light We Cannot See,Historical Fiction,7
TXN-20260222-00296,2026-02-22,USR-01266,The Fellowship of the Ring,Fantasy,14
TXN-20250703-00297,2025-07-03,USR-00003,A Brief History of Time,Science,7
TXN-20250205-00298,2025-02-05,USR-00194,The Da Vinci Code,Thriller,10
TXN-20230406-00299,2023-04-06,USR-00643,Atomic Habits,Self-Help,28
TXN-20240324-00300,2024-03-24,USR-01124,Sapiens,History,10
TXN-20230309-00301,2023-03-09,USR-00631,The Name of the Wind,Fantasy,7
TXN-20230909-00302,2023-09-09,USR-01052,The Art of War,Philosophy,28
TXN-20250219-00303,2025-02-19,USR-01327,The Guest List,Thriller,10
TXN-20250421-00304,2025-04-21,USR-01089,Braiding Sweetgrass,Nature,28
TXN-20250208-00305,2025-02-08,USR-00956,The Martian,Science Fiction,10
TXN-20231026-00306,2023-10-26,USR-00985,The Girl with the Dragon Tattoo,Mystery,10
TXN-20230119-00307,2023-01-19,USR-00541,To Kill a Mockingbird,Classic,14
TXN-20251109-00308,2025-11-09,USR-00392,The Book Thief,Historical Fiction,10
TXN-20250629-00309,2025-06-29,USR-01191,Braiding Sweetgrass,Nature,28
TXN-20230422-00310,2023-04-22,USR-01258,The Left Hand of Darkness,Science Fiction,14
TXN-20240702-00311,2024-07-02,USR-01111,The Great Gatsby,Classic,14
TXN-20230924-00312,2023-09-24,USR-00165,Steve Jobs,Biography,14
TXN-20260525-00313,2026-05-25,USR-00758,The Left Hand of Darkness,Science Fiction,21
TXN-20240312-00314,2024-03-12,USR-00003,Pride and Prejudice,Classic,35
TXN-20231110-00315,2023-11-10,USR-00737,Meditations,Philosophy,7
TXN-20231103-00316,2023-11-03,USR-00376,The Girl with the Dragon Tattoo,Mystery,10
TXN-20250202-00317,2025-02-02,USR-00824,A Brief History of Time,Science,28
TXN-20231019-00318,2023-10-19,USR-00357,The Midnight Library,Contemporary Fiction,28
TXN-20260525-00319,2026-05-25,USR-00138,Becoming,Memoir,35
TXN-20250730-00320,2025-07-30,USR-00967,The Left Hand of Darkness,Science Fiction,7
TXN-20230618-00321,2023-06-18,USR-01240,A Game of Thrones,Fantasy,14
TXN-20240208-00322,2024-02-08,USR-00402,"Thinking, Fast and Slow",Psychology,35
TXN-20240917-00323,2024-09-17,USR-01381,The Book Thief,Historical Fiction,14
TXN-20241117-00324,2024-11-17,USR-00191,All the Light We Cannot See,Historical Fiction,10
TXN-20260528-00325,2026-05-28,USR-00277,Educated,Memoir,35
TXN-20260703-00326,2026-07-03,USR-01298,The Left Hand of Darkness,Science Fiction,28
TXN-20260609-00327,2026-06-09,USR-00626,The Kite Runner,Literary Fiction,14
TXN-20230810-00328,2023-08-10,USR-01351,The Kite Runner,Literary Fiction,14
TXN-20250724-00329,2025-07-24,USR-01364,The Wright Brothers,History,14
TXN-20260706-00330,2026-07-06,USR-00022,Sapiens,History,7
TXN-20230426-00331,2023-04-26,USR-00457,Where the Crawdads Sing,Literary Fiction,21
TXN-20240414-00332,2024-04-14,USR-01335,The Fellowship of the Ring,Fantasy,28
TXN-20230516-00333,2023-05-16,USR-00228,The Da Vinci Code,Thriller,28
TXN-20230309-00334,2023-03-09,USR-00310,Charlotte's Web,Children's,7
TXN-20260403-00335,2026-04-03,USR-01226,Educated,Memoir,10
TXN-20241101-00336,2024-11-01,USR-00156,The Book Thief,Historical Fiction,7
TXN-20240222-00337,2024-02-22,USR-00028,The Hate U Give,Young Adult,7
TXN-20241027-00338,2024-10-27,USR-01187,The Midnight Library,Contemporary Fiction,7
TXN-20230524-00339,2023-05-24,USR-00784,The Hobbit,Fantasy,35
TXN-20240419-00340,2024-04-19,USR-00689,To Kill a Mockingbird,Classic,42
TXN-20250210-00341,2025-02-10,USR-01293,The Guest List,Thriller,14
TXN-20250519-00342,2025-05-19,USR-00911,Educated,Memoir,14
TXN-20260227-00343,2026-02-27,USR-01224,The Martian,Science Fiction,14
TXN-20241121-00344,2024-11-21,USR-00007,The Martian,Science Fiction,14
